,Tp,M,Name,Num_obs,Synodic_period,Perturbers_2,Ref,NEO_flag,Perturbers,Perihelion_dist,Aphelion_dist,Computer,Node,H,rms,Number,n,Num_opps,One_km_NEO_flag,Orbital_period,Peri,G,Principal_desig,e,Epoch,Arc_years,Semilatus_rectum,i,U,a,Last_obs,Hex_flags,PHA_flag,Critical_list_numbered_object_flag,Arc_length,One_opposition_object_flag
4360,2457226.493,162.12553,NA,81,18.2887657,3Eh,MPO140221,1,M-v,0.9275428,1.1488536,MPCADO,225.77556,29.6,0.63,NA,0.93171625,1,NA,1.057841,282.01639,0.15,2008 JL24,0.1065841,2457400.5,NA,0.513202,0.55076,4,1.0381982,5/16/08,2803,NA,NA,5,1
4361,2457603.123,216.90084,NA,63,3.5279082,3Eh,MPO140221,1,M-v,0.9022782,1.5953856,MPCADO,41.38221,26.7,1,NA,0.70623317,1,NA,1.395584,125.18152,0.15,2008 JP24,0.2775023,2457400.5,NA,0.5763312,1.15419,5,1.2488319,5/22/08,2803,NA,NA,12,1
4362,2457469.934,317.23384,NA,16,2.6660784,3Eh,MPO139319,1,M-v,0.9458903,1.7903127,MPCS,231.61672,25.6,0.43,NA,0.61592325,1,NA,1.6002118,301.90201,0.15,2008 JM26,0.308611,2457400.5,NA,0.6189012,5.18262,8,1.3681015,5/14/08,2803,NA,NA,1,1
4363,2456951.843,139.99381,NA,50,1.4632397,3Eh,MPO140222,1,M-v,1.0512818,3.2543458,MPCALB,73.48794,23.7,0.42,NA,0.31202857,1,NA,3.1587096,200.76634,0.15,2008 JS26,0.5116708,2457400.5,NA,0.794596,7.19639,6,2.1528138,6/2/08,2804,NA,NA,19,1
4364,2457332.794,18.26907,NA,91,1.3769761,3Eh,MPO369072,1,M-v,0.570612,4.172955,MPCADO,3.83404,18.9,0.26,NA,0.26983078,4,NA,3.6526879,345.09392,0.15,2008 JY30,0.7594165,2457400.5,2008-2016,0.5019721,10.91298,0,2.3717835,1/14/16,803,NA,NA,NA,NA
4365,2457656.737,299.03822,NA,351,1.3181933,3Eh,MPO143301,1,M-v,1.0729652,4.0859146,MPCALB,112.45799,21.3,0.33,NA,0.23791179,1,NA,4.1427442,158.35807,0.15,2008 JT35,0.5840317,2457400.5,NA,0.8498055,3.87637,4,2.5794399,9/1/08,2804,NA,NA,119,1
4366,2457037.275,110.1857,NA,44,1.4446351,3Eh,MPO140223,1,M-v,0.5650854,3.8222374,MPCS,73.13664,24.4,0.88,NA,0.30335396,1,NA,3.249035,270.00126,0.15,2008 KO,0.7424008,2457400.5,NA,0.4923026,14.82957,7,2.1936614,5/31/08,2803,NA,NA,4,1
4367,2457274.533,107.52313,NA,71,7.4653786,3Eh,MPO342239,1,M-v,0.2314215,1.9698245,MPCALB,62.45986,19,0.37,NA,0.85358388,6,NA,1.15467,344.98538,0.15,2008 KP,0.7897359,2457400.5,2008-2015,0.2070917,59.83289,3,1.100623,6/11/15,803,NA,NA,NA,NA
4368,2457501.588,307.22047,NA,80,2.1264822,3Eh,MPO323784,1,M-v,1.0422022,2.0126364,MPCW,87.92396,20.4,0.35,NA,0.52211561,2,NA,1.8877193,262.63847,0.15,2008 KQ,0.3176712,2457400.5,2008-2015,0.6866399,12.48954,3,1.5274193,1/29/15,804,NA,NA,NA,NA
4369,2457563.325,193.10189,NA,17,25.0117807,3Eh,MPO140223,1,M-v,0.8212772,1.1271298,MPCADO,246.07379,24.7,0.33,NA,1.02501336,1,NA,0.9615559,152.83385,0.15,2008 KS,0.1569757,2457400.5,NA,0.4750989,25.44203,7,0.9742035,6/1/08,2802,NA,NA,4,1
4370,2457306.547,91.09458,NA,30,61.4826071,3Eh,MPO140223,1,M-v,0.9251994,1.0967852,MPCADO,240.61718,28.2,0.52,NA,0.96957694,1,NA,1.0165337,102.13972,0.15,2008 KT,0.0848601,2457400.5,NA,0.501856,1.9842,6,1.0109923,6/2/08,2803,NA,NA,5,1
4371,2457309.828,114.09713,NA,130,3.6137138,3Eh,MPO369072,1,M-v,0.4997485,1.1996637,MPCALB,67.05733,21.3,0.38,NA,1.25834864,3,NA,0.7832549,347.51996,0.15,2008 KV2,0.4118572,2457400.5,2008-2015,0.3527868,5.05692,3,0.8497061,5/19/15,8802,1,NA,NA,NA
4372,2457231.866,95.6924,NA,131,2.3570529,3Eh,MPO349249,1,M-v,0.4427553,2.4471151,MPCADO,248.0319,19.7,0.34,NA,0.56745514,2,NA,1.736891,128.74268,0.15,2008 KW2,0.6935812,2457400.5,2008-2015,0.374921,37.39806,3,1.4449352,6/3/15,803,NA,NA,NA,NA
4373,2457339.201,16.19327,NA,32,1.3661713,3Eh,MPO140223,1,M-v,1.0830223,3.7280721,MPCW,74.48086,25.1,0.45,NA,0.26416984,1,NA,3.730962,176.63794,0.15,2008 KX2,0.5497813,2457400.5,NA,0.8392239,5.02064,7,2.4055472,6/6/08,2804,NA,NA,8,1
4374,2457453.089,339.24447,NA,244,1.6678879,3Eh,MPO278231,1,M-v,1.0049815,2.6763549,MPCALB,142.68821,20.1,0.37,NA,0.39467609,2,NA,2.4972571,194.28227,0.15,2008 KZ5,0.4540127,2457400.5,2008-2013,0.7306279,8.37982,0,1.8406682,12/11/13,8804,1,NA,NA,NA
4375,2457471.391,304.62163,NA,14,4.8212033,3Eh,MPO265709,1,M-v,0.7896682,1.5455826,MPCW,234.49487,23.5,0.43,NA,0.78117579,1,NA,1.2616977,119.01148,0.15,2008 KA6,0.3236973,2457400.5,NA,0.5226408,6.0525,8,1.1676254,5/30/08,2803,NA,NA,1,1
4376,2457033.984,167.88998,NA,25,1.8683187,3Eh,MPO140224,1,M-v,0.9221063,2.4112203,MPCADO,69.59087,24.3,0.79,NA,0.45807043,1,NA,2.1516509,245.85928,0.15,2008 KB6,0.4467351,2457400.5,NA,0.6670218,22.06362,8,1.6666633,6/9/08,2803,NA,NA,11,1
4377,2457560.66,259.86281,NA,20,2.7349455,3Eh,MPO140224,1,M-v,0.7595706,1.9494058,MPCADO,72.10217,25.1,0.49,NA,0.62523205,1,NA,1.576387,265.75726,0.15,2008 KC6,0.4392195,2457400.5,NA,0.5465944,11.7756,7,1.3544882,6/2/08,2803,NA,NA,4,1
4378,2457455.574,323.78899,NA,64,3.0039235,3Eh,MPO200804,1,M-v,0.7292978,1.8903032,MPCALB,262.86291,19.7,0.54,NA,0.6575009,2,NA,1.499021,127.82295,0.15,2008 KD6,0.4431993,2457400.5,2008-2011,0.5262611,24.13488,3,1.3098005,7/9/11,803,NA,NA,NA,NA
4379,2457096.736,135.42261,NA,28,1.8259005,3Eh,MPO140224,1,M-v,0.8092217,2.5849169,MPCADO,113.8308,20.6,0.51,NA,0.44581503,1,NA,2.2107995,224.08125,0.15,2008 KE6,0.5231652,2457400.5,NA,0.6162892,3.43539,8,1.6970693,6/7/08,A803,1,NA,9,1
4380,2457154.399,69.04148,NA,27,1.3978942,3Eh,MPO140224,1,M-v,1.0422529,3.5797953,MPCADO,64.05343,23.5,0.33,NA,0.28054166,1,NA,3.513231,159.66227,0.15,2008 KF6,0.5490082,2457400.5,NA,0.8072292,5.73637,5,2.3110241,6/2/08,2804,NA,NA,3,1
4381,2457131.628,118.70616,NA,131,1.8114079,3Eh,MPO140774,1,M-v,0.8042856,2.6119516,MPCALB,89.44658,23.2,0.34,NA,0.44149628,1,NA,2.2324258,245.94804,0.15,2008 KN11,0.5291395,2457400.5,NA,0.6149324,5.27127,5,1.7081186,6/21/08,2803,NA,NA,22,1
4382,2457993.779,233.94868,NA,45,1.2748077,38h,MPO140774,1,M-v,1.160347,4.402629,MPCALB,73.01566,21.5,0.5,NA,0.21246544,1,NA,4.6389083,164.05774,0.15,2008 KB12,0.5828323,2457400.5,NA,0.9183173,26.83837,6,2.781488,6/30/08,2804,NA,NA,31,1
4383,2457174.016,100.36277,NA,52,1.8168754,3Eh,MPO370295,1,M-v,1.0409472,2.3668694,MPCW,227.00205,20.7,0.49,NA,0.44313367,2,NA,2.2241769,116.63435,0.15,2008 KV28,0.3890826,2457400.5,2008-2016,0.7229808,21.04599,2,1.7039083,2/11/16,804,NA,NA,NA,NA
4384,2457101.165,88.79301,NA,90,1.430546,3Eh,MPO147446,1,M-v,0.9431473,3.5101823,MPCALB,162.03116,23.1,0.47,NA,0.2966346,1,NA,3.3226322,144.03153,0.15,2008 LA,0.5764305,2457400.5,NA,0.7434031,1.67425,3,2.2266648,9/16/08,2803,NA,NA,107,1
4385,2457469.626,342.29371,NA,33,1.3511419,3Eh,MPO140226,1,M-v,0.9661201,3.9449431,MPCALB,79.1607,26.7,0.6,NA,0.25614495,1,NA,3.8478514,213.3562,0.15,2008 LB,0.6065536,2457400.5,NA,0.7760618,4.22226,6,2.4555316,6/9/08,2803,NA,NA,8,1
4386,2457923.882,186.8508,NA,56,1.5052504,3Eh,MPO140227,1,M-v,1.004807,3.1361246,MPCALB,81.86369,24.6,0.89,NA,0.33082779,1,NA,2.9792167,208.15732,0.15,2008 LC,0.5146952,2457400.5,NA,0.7609882,8.46513,6,2.0704658,6/13/08,2804,NA,NA,12,1
4387,2457258.451,166.19602,NA,24,5.345349,3Eh,MPO140227,1,M-v,0.7542563,1.0296705,MPCALB,250.87787,28.9,0.44,NA,1.16999375,1,NA,0.8424043,201.42215,0.15,2008 LD,0.1543865,2457400.5,NA,0.4353516,6.53649,5,0.8919634,6/10/08,2802,NA,NA,8,1
4388,2457329.036,68.43345,NA,9,35.1852953,3Eh,MPO140227,1,M-v,0.49293,1.5458854,MPCK,78.78403,23.8,0.55,NA,0.95759581,1,NA,1.0292523,304.28484,0.15,2008 LC2,0.5164545,2457400.5,NA,0.373753,24.98118,9,1.0194077,6/4/08,2803,NA,NA,1,1
4389,2457345.741,68.46531,NA,108,3.7237254,3Eh,MPO343482,1,M-v,0.6583228,1.048383,MPCW,86.28457,25.2,0.43,NA,1.25029101,2,NA,0.7883027,336.54118,0.15,2008 LG2,0.2285457,2457400.5,2008-2015,0.4043898,3.0682,3,0.8533529,7/7/15,802,NA,NA,NA,NA
4390,2457368.756,32.29744,NA,89,30.9832533,3Eh,MPO140777,1,M-v,0.7089096,1.2491816,MPCALB,249.31585,24.4,0.45,NA,1.01741867,1,NA,0.9687336,249.13343,0.15,2008 LH2,0.2759177,2457400.5,NA,0.4522551,5.77092,6,0.9790456,7/11/08,2802,NA,NA,37,1
4391,2456951.969,141.26963,NA,50,1.4696379,38h,MPO198395,1,M-v,1.234002,3.0448586,MPCALB,36.31636,19.9,0.43,NA,0.31496105,2,NA,3.1293001,260.58128,0.15,2008 LN16,0.42321,2457400.5,2008-2011,0.878122,7.81042,1,2.1394303,4/30/11,804,NA,NA,NA,NA
4392,2457024.582,166.14132,NA,121,1.8129599,3Eh,MPO322191,1,M-v,0.4483318,2.9655046,MPCALB,142.06378,20.1,0.41,NA,0.44196209,3,NA,2.2300729,17.83064,0.15,2008 LQ16,0.7373443,2457400.5,2005-2014,0.3894533,7.26105,1,1.7069182,10/28/14,803,NA,NA,NA,NA
4393,2457235.269,147.96371,NA,60,10.9376948,3Eh,MPO158150,1,M-v,0.9558607,1.1761535,MPCW,98.00095,19.9,0.48,NA,0.89549661,2,NA,1.100627,347.91234,0.15,2008 LW16,0.1033261,2457400.5,2008-2009,0.5273131,29.69031,2,1.0660071,6/2/09,8803,1,NA,NA,NA
4394,2457822.843,261.62003,NA,363,1.3094835,3Eh,MPO230975,1,M-v,1.0267016,4.2053456,MPCADO,69.15587,18.5,0.36,NA,0.23293867,2,NA,4.2311896,292.00459,0.15,2008 MZ,0.6075335,2457400.5,2008-2012,0.8252286,7.72865,0,2.6160236,5/20/12,804,NA,NA,NA,NA
4395,2457298.777,144.63664,NA,40,2.2592556,3Eh,MPO346231,1,M-v,0.1388857,1.4276055,MPCW,352.39735,19.9,0.58,NA,1.42186093,4,NA,0.6931815,108.90984,0.15,2008 MG1,0.8226792,2457400.5,2008-2015,0.1265721,5.71707,3,0.7832456,7/22/15,802,NA,NA,NA,NA
4396,2457963.85,235.84881,NA,163,1.287993,38h,MPO221124,1,M-v,1.149246,4.2797272,MPCALB,303.7376,18.3,0.37,NA,0.22038017,1,NA,4.4723064,15.08379,0.15,2008 MH1,0.5766249,2457400.5,NA,0.905965,7.77209,3,2.7144866,11/19/08,2804,NA,NA,144,1
4397,2457658.863,202.30953,NA,64,2.6264479,3Eh,MPO215156,1,M-v,1.0356249,1.7172243,MPCADO,106.13359,20.1,0.39,NA,0.61034507,3,NA,1.6148368,244.06302,0.15,2008 MN1,0.2475978,2457400.5,2003-2011,0.6460217,37.22371,1,1.3764246,4/6/11,804,NA,NA,NA,NA
4398,2457549.911,303.29272,NA,80,1.626233,3Eh,MPO140778,1,M-v,0.8208203,2.9577533,MPCALB,105.4376,21.9,0.4,NA,0.37953973,1,NA,2.5968498,243.4503,0.15,2008 MP1,0.5655396,2457400.5,NA,0.6425133,3.77783,7,1.8892868,7/14/08,A803,1,NA,14,1
4399,2457639.495,216.57217,NA,99,2.5568346,3Eh,MPO143302,1,M-v,1.0347973,1.7492083,MPCALB,108.71371,24.2,0.37,NA,0.60012802,1,NA,1.642329,162.32667,0.15,2008 MQ1,0.2566126,2457400.5,NA,0.6501697,2.32398,5,1.3920028,8/25/08,2804,NA,NA,56,1
4400,2457202.507,56.96133,NA,277,1.4122203,38h,MPO254775,1,M-v,1.2158613,3.3292591,MPCALB,313.02784,18.4,0.38,NA,0.28769412,4,NA,3.4258875,32.1461,0.15,2008 MR1,0.4649817,2457400.5,2001-2013,0.8906073,5.62302,1,2.2725602,2/3/13,804,NA,NA,NA,NA
4401,2457582.171,291.39576,NA,165,1.6211209,3Eh,MPO147446,1,M-v,1.068168,2.7231438,MPCADO,296.32155,19.7,0.42,NA,0.37762856,1,NA,2.6099925,56.5694,0.15,2008 MU1,0.436518,2457400.5,NA,0.7672213,40.75944,5,1.8956559,9/11/08,2804,NA,NA,72,1
4402,2457071.142,95.82337,NA,17,1.4188181,3Eh,MPO140778,1,M-v,0.7916696,3.719587,MPCADO,12.53347,22.2,0.45,NA,0.29093956,1,NA,3.3876716,199.36845,0.15,2008 MV1,0.6490248,2457400.5,NA,0.6527414,1.98204,8,2.2556283,7/11/08,2803,NA,NA,11,1
4403,2457321.339,82.70696,NA,66,16.6519908,3Eh,MPO140778,1,M-v,0.6713398,1.252394,MPCALB,104.78634,23.7,0.47,NA,1.04479633,1,NA,0.9433492,52.89142,0.15,2008 NA,0.302045,2457400.5,NA,0.4370573,9.90274,7,0.9618669,7/11/08,2802,NA,NA,10,1
4404,2457524.665,328.20959,NA,105,1.350934,3Eh,MPO243227,1,M-v,1.0920563,3.8204423,MPCK,283.17461,19.3,0.49,NA,0.25603268,2,NA,3.8495385,75.85,0.15,2008 NB,0.5553968,2457400.5,2008-2012,0.8492904,20.47644,1,2.4562493,11/16/12,804,NA,NA,NA,NA
4405,2457965.602,237.91217,NA,229,1.2807388,38h,MPO230248,1,M-v,1.2892035,4.2121397,MPCALB,290.116,17.5,0.37,NA,0.21604587,2,1,4.5620298,19.34228,0.15,2008 NU,0.5313132,2457400.5,2008-2012,0.9870871,10.74735,1,2.7506716,4/25/12,1804,NA,NA,NA,NA
4406,2457421.556,346.32003,NA,56,2.9341062,3Eh,MPO143302,1,M-v,1.0467387,1.5938069,MPCALB,258.12357,25.1,0.4,NA,0.64969356,1,NA,1.5170347,26.23591,0.15,2008 NX,0.20718,2457400.5,NA,0.631801,0.59806,5,1.3202728,8/27/08,2804,NA,NA,56,1
4407,2458036.578,225.27639,NA,39,1.2737177,3Eh,MPO265709,1,M-v,0.9107396,4.6638156,MPCW,36.43356,18.7,0.41,NA,0.21180379,2,NA,4.6533995,206.68178,0.15,2008 NO3,0.6732512,2457400.5,2008-2013,0.7619481,11.6745,0,2.7872776,7/10/13,8803,1,NA,NA,NA
4408,2457314.845,83.68337,NA,63,114.2510024,3Eh,MPO187141,1,M-v,0.6694075,1.3423485,MPCW,77.61913,23.3,0.39,NA,0.97698092,3,NA,1.0088299,328.99383,0.15,2008 NP3,0.3345043,2457400.5,2008-2010,0.4466636,1.43261,3,1.005878,7/21/10,803,NA,NA,NA,NA
4409,2457440.916,349.66828,NA,33,1.3501913,3Eh,MPO141928,1,M-v,1.0387744,3.8788642,MPCALB,109.33823,20.3,0.43,NA,0.25563138,1,NA,3.8555818,155.37486,0.15,2008 NQ3,0.5775312,2457400.5,NA,0.8193495,27.13146,7,2.4588193,8/2/08,2804,NA,NA,19,1
4410,2457510.58,331.99336,NA,117,1.3479539,38h,MPO311312,1,M-v,1.1536896,3.77955,MPCALB,299.13523,22.2,0.37,NA,0.25441971,1,NA,3.8739438,1.75277,0.15,2008 OM,0.5322791,2457400.5,NA,0.8838873,7.44477,4,2.4666198,9/26/08,2804,NA,NA,63,1
4411,2457281.045,66.6868,NA,83,2.3063209,38h,MPO363342,1,M-v,1.1571177,1.7644093,MPCW,320.76327,20.3,0.41,NA,0.55825705,2,NA,1.7655087,5.54378,0.15,2008 ON,0.2078679,2457400.5,2008-2016,0.6988226,30.44826,2,1.4607635,1/3/16,804,NA,NA,NA,NA
4412,2457946.989,183.83659,NA,117,1.4860217,3Eh,MPO306996,1,M-v,0.6303224,3.5828542,MPCALB,306.19507,19.7,0.41,NA,0.32235512,3,NA,3.0575214,253.43374,0.15,2008 OO,0.7007852,2457400.5,2008-2014,0.5360215,5.48881,3,2.1065883,8/20/14,8803,1,NA,NA,NA
4413,2457400.763,359.93175,NA,40,1.3581441,3Eh,MPO143303,1,M-v,0.939887,3.9236852,MPCADO,304.24313,24.6,0.46,NA,0.25990583,1,NA,3.7921723,314.22388,0.15,2008 OO1,0.6134993,2457400.5,NA,0.7582535,9.32868,6,2.4317861,8/27/08,2803,NA,NA,32,1
4414,2457511.342,277.55127,NA,175,4.0767219,3Eh,MPO369072,1,M-v,0.8715966,1.541151,MPCALB,304.86264,21.6,0.45,NA,0.7438429,4,NA,1.3250213,281.32365,0.15,2008 OX1,0.277507,2457400.5,2008-2016,0.5567354,29.73937,2,1.2063738,2/12/16,8803,1,NA,NA,NA
4415,2457277.299,33.00624,NA,47,1.3732828,3Eh,MPO143303,1,M-v,1.0179889,3.7482739,MPCADO,286.42195,20.3,0.31,NA,0.26790579,1,NA,3.6789339,307.51999,0.15,2008 OV2,0.5728356,2457400.5,NA,0.8005646,15.2835,5,2.3831314,8/28/08,2804,NA,NA,31,1
4416,2457796.177,269.56266,NA,39,1.3019156,3Eh,MPO141929,1,M-v,1.0110543,4.2875505,MPCALB,129.66624,27.3,0.45,NA,0.22856345,1,NA,4.3121842,153.58217,0.15,2008 OY2,0.6183696,2457400.5,NA,0.8181298,1.11004,5,2.6493024,8/3/08,2804,NA,NA,6,1
4417,2456934.282,146.82029,NA,32,1.4695422,3Eh,MPO143303,1,M-v,1.0630862,3.2161698,MPCALB,133.89673,22.7,0.29,NA,0.31491741,1,NA,3.1297339,140.92637,0.15,2008 OA6,0.5031444,2457400.5,NA,0.798986,9.07887,6,2.139628,8/25/08,2804,NA,NA,27,1
4418,2457498.748,323.26077,NA,132,1.6113593,3Eh,MPO373473,1,M-v,0.6778405,3.1383253,MPCALB,137.13954,20.4,0.38,NA,0.37394542,2,NA,2.6356993,73.07285,0.15,2008 OS7,0.6447531,2457400.5,2008-2016,0.5574402,7.03871,2,1.9080829,2/29/16,8803,1,NA,NA,NA
4419,2457262.545,112.42256,NA,30,5.7744495,3Eh,MPO141929,1,M-v,0.7788978,1.491428,MPCS,124.67699,27.1,0.3,NA,0.81492342,1,NA,1.2094482,93.23792,0.15,2008 OT7,0.3138449,2457400.5,NA,0.5116755,1.7756,6,1.1351629,8/8/08,2803,NA,NA,9,1
4420,2456926.417,153.56107,NA,48,1.4895182,38h,MPO143303,1,M-v,1.1600331,3.0396317,MPCADO,129.72277,22,0.34,NA,0.32391206,1,NA,3.0428248,206.29771,0.15,2008 OM8,0.4475592,2457400.5,NA,0.8396083,8.43322,6,2.0998324,9/6/08,2804,NA,NA,38,1
4421,2457741.355,199.52047,NA,24,1.9145693,3Eh,MPO143303,1,M-v,1.063598,2.2093038,MPCALB,130.77509,25.3,0.46,NA,0.47081428,1,NA,2.0934108,183.80411,0.15,2008 ON8,0.3500581,2457400.5,NA,0.7179596,5.11476,6,1.6364509,8/25/08,2804,NA,NA,26,1
4422,2457873.552,200.96989,NA,37,1.5176529,3Eh,MPO143303,1,M-v,1.0087247,3.0881485,MPCALB,301.93959,25.2,0.44,NA,0.33617876,1,NA,2.9317963,344.77924,0.15,2008 OO8,0.5075636,2457400.5,NA,0.7603584,6.36508,7,2.0484366,8/24/08,2804,NA,NA,25,1
4423,2457003.779,119.03278,NA,93,1.4376546,3Eh,MPO147447,1,M-v,0.7163297,3.7032267,MPCALB,186.17877,19.7,0.44,NA,0.30004132,1,NA,3.2849066,37.44155,0.15,2008 OP8,0.6758364,2457400.5,NA,0.6002257,5.21812,5,2.2097782,9/27/08,A803,1,NA,59,1
4424,2457243.241,44.33792,NA,56,1.400677,38h,MPO349249,1,M-v,1.230209,3.3765172,MPCALB,134.53023,22.1,0.33,NA,0.28194245,2,NA,3.4957761,189.24952,0.15,2008 OQ8,0.4659075,2457400.5,2008-2015,0.9016863,1.59739,2,2.3033631,9/23/15,804,NA,NA,NA,NA
4425,2457663.658,232.23709,NA,53,1.970787,38h,MPO221124,1,M-v,1.2007373,2.0058309,MPCALB,322.17124,21.6,0.4,NA,0.48549902,1,NA,2.030092,0.25832,0.15,2008 OX8,0.2510764,2457400.5,NA,0.751107,8.15817,4,1.6032841,10/30/08,2804,NA,NA,91,1
4426,2457310.45,71.74913,NA,44,5.2193886,3Eh,MPO141930,1,M-v,0.8650205,1.4396565,MPCADO,310.66258,23.3,0.46,NA,0.79677181,1,NA,1.2370012,266.50192,0.15,2008 OC9,0.2493347,2457400.5,NA,0.5403501,29.25726,7,1.1523385,8/11/08,2803,NA,NA,11,1
4427,2457479.217,297.78747,NA,45,5.0471605,3Eh,MPO143304,1,M-v,0.9741458,1.3430414,MPCALB,131.10934,24.7,0.67,NA,0.79032799,1,NA,1.2470868,243.50476,0.15,2008 ON10,0.1591997,2457400.5,NA,0.5646148,7.03951,6,1.1585936,8/18/08,2803,NA,NA,18,1
4428,2456996.018,121.08316,NA,35,1.4362145,3Eh,MPO143304,1,M-v,0.4079847,4.0183351,MPCALB,143.96254,19.9,0.48,NA,0.29935387,1,NA,3.29245,46.659,0.15,2008 ON13,0.8156551,2457400.5,NA,0.3703798,5.88997,7,2.2131599,9/3/08,A803,1,NA,34,1
4429,2457009.646,120.76159,NA,39,1.4566227,3Eh,MPO147449,1,M-v,1.0659532,3.2680548,MPCALB,300.81566,24.1,0.5,NA,0.30896871,1,NA,3.1899918,7.24443,0.15,2008 PE1,0.5080982,2457400.5,NA,0.803781,4.45855,5,2.167004,9/24/08,2804,NA,NA,54,1
4430,2457647.036,206.74547,NA,127,2.7078881,3Eh,MPO227473,1,M-v,0.6873333,2.0320945,MPCADO,129.61762,22.1,0.46,NA,0.62163115,2,NA,1.5855185,284.14298,0.15,2008 PF1,0.4945015,2457400.5,2008-2012,0.5136104,2.75437,2,1.3597139,3/2/12,803,NA,NA,NA,NA
4431,2457496.942,335.26076,NA,48,1.3518378,3Eh,MPO147449,1,M-v,1.0383452,3.8679242,MPCADO,133.16747,23.7,0.5,NA,0.25652044,1,NA,3.8422188,171.7091,0.15,2008 PF2,0.5767272,2457400.5,NA,0.8185936,6.48475,3,2.4531347,10/21/08,2804,NA,NA,81,1
4432,2457439.607,328.27652,NA,42,5.6511489,3Eh,MPO286628,1,M-v,1.0904104,1.1868586,MPCW,325.08582,22.6,0.42,NA,0.81119931,2,NA,1.2150006,67.28163,0.15,2008 PG2,0.0423526,2457400.5,2008-2014,0.568296,8.95482,3,1.1386345,2/21/14,804,NA,NA,NA,NA
4433,2456962.124,139.23381,NA,27,1.4754725,38h,MPO147449,1,M-v,1.1462207,3.1087881,MPCADO,89.91679,21.7,0.59,NA,0.31761307,1,NA,3.1031709,238.38975,0.15,2008 PH3,0.461237,2457400.5,NA,0.83745,5.98412,5,2.1275044,10/10/08,2804,NA,NA,68,1
4434,2457341.348,24.63338,NA,15,1.7316685,3Eh,MPO143305,1,M-v,0.426044,3.1258794,MPCW,89.58178,20.4,0.44,NA,0.4164412,1,NA,2.3667391,348.01249,0.15,2008 PJ3,0.7601052,2457400.5,NA,0.3749411,11.36542,8,1.7759617,8/18/08,2803,NA,NA,15,1
4435,2457476.929,331.06645,NA,18,1.6236264,3Eh,MPO141932,1,M-v,0.76014,3.0249052,MPCALB,122.4879,22,0.31,NA,0.37856675,1,NA,2.6035242,109.40446,0.15,2008 PK3,0.5983456,2457400.5,NA,0.6074832,17.1166,7,1.8925226,8/12/08,A803,1,NA,9,1
4436,2457236.905,46.89757,NA,181,1.4101495,38h,MPO369072,1,M-v,1.2636738,3.2922728,MPCALB,355.12406,19.2,0.38,NA,0.28666927,2,NA,3.4381351,352.88241,0.15,2008 PL3,0.445264,2457400.5,2008-2016,0.9131711,5.47371,0,2.2779733,1/3/16,804,NA,NA,NA,NA
4437,2457509.262,274.33579,NA,41,4.978315,3Eh,MPO143305,1,M-v,0.8446334,1.4778474,MPCALB,117.02377,22.4,0.28,NA,0.78762754,1,NA,1.2513627,295.31537,0.15,2008 PW4,0.2726455,2457400.5,NA,0.5374595,2.67305,6,1.1612404,8/21/08,2803,NA,NA,16,1
4438,2457522.163,296.58265,NA,47,2.1225461,3Eh,MPO141933,1,M-v,0.965938,2.0922578,MPCALB,137.87589,21.6,0.43,NA,0.52125607,1,NA,1.890832,253.57683,0.15,2008 PG7,0.3682955,2457400.5,NA,0.6608443,39.7221,8,1.5290979,8/12/08,2803,NA,NA,5,1
4439,2458141.358,213.08263,NA,72,1.2518823,38h,MPO277176,1,M-v,1.279736,4.544969,MPCADO,341.30873,16.6,0.49,NA,0.19830706,3,1,4.9701089,247.83526,0.15,2008 PH9,0.5605834,2457400.5,2008-2013,0.9985674,35.63565,1,2.9123525,9/25/13,1804,NA,NA,NA,NA
4440,2457602.818,311.03961,NA,45,1.3254351,3Eh,MPO143306,1,M-v,0.8647714,4.2358848,MPCALB,115.34863,21.9,0.44,NA,0.24199701,1,NA,4.0728094,135.01554,0.15,2008 PJ9,0.6609176,2457400.5,NA,0.718157,4.76846,5,2.5503281,9/10/08,A803,1,NA,35,1
4441,2457038.749,169.92029,NA,17,1.9104956,3Eh,MPO141933,1,M-v,0.4509649,2.8270339,MPCK,318.42111,23.2,0.42,NA,0.46971658,1,NA,2.098303,108.02248,0.15,2008 PK9,0.7248535,2457400.5,NA,0.3889242,27.40915,9,1.6389994,8/8/08,2803,NA,NA,0,1
4442,2457442.067,315.25916,NA,15,10.859801,3Eh,MPO143306,1,M-v,0.4624518,1.4234814,MPCW,19.02566,22.4,0.32,NA,1.07636516,1,NA,0.9156816,75.40775,0.15,2008 PR9,0.5095777,2457400.5,NA,0.3490535,3.3031,9,0.9429666,8/18/08,2802,NA,NA,10,1
4443,2457553.026,301.16933,NA,53,1.6429556,3Eh,MPO147451,1,M-v,0.7622719,2.9759053,MPCADO,146.20033,21.3,0.3,NA,0.38570853,1,NA,2.5553173,260.18692,0.15,2008 PV16,0.5921692,2457400.5,NA,0.6068329,33.93845,8,1.8690886,8/19/08,2803,NA,NA,7,1
4444,2457176.447,166.69444,NA,80,4.0793144,3Eh,MPO236263,1,M-v,0.3146704,2.097745,MPCADO,146.96321,20.8,0.34,NA,0.74399656,2,NA,1.3247476,314.19881,0.15,2008 QB,0.7391242,2457400.5,2008-2012,0.2736255,35.73314,4,1.2062077,8/12/12,803,NA,NA,NA,NA
