"","name","id.x","spkid","full_name","pdes","prefix","neo","pha","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A2","A3","DT","id.y","nametype","recclass","mass..g.","fall","year","reclat","reclong","GeoLocation"
"32","Chamberlin","a0009250",2009250,"  9250 Chamberlin (4643 P-L)","9250","","N","N",13.5,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 23",2457400.5,57400,20160113,"J2000",0.204479733154917,3.1213485861202,2.48309606014686,19.3401533502045,181.329207200931,55.8334677288427,110.549795588678,3.75960111209353,0.178727205547608,2456781.9607281,20140504.4607281,2014.24287308127,5.51469643554077,1.52767,594.5233339,1.42201,3.098,5.8657e-08,2.8402e-08,1.7786e-07,6.1071e-06,1.517e-05,2.0542e-05,1.1988e-05,3.4209e-08,2.4394e-09,6.8287e-05,2.7492e-05,"MBA","Otto Matic",20188,"1960-09-24","2016-01-02",969,NA,NA,"0",0.51337,NA,NA,NA,NA,NA,5317,"Valid","H5","2400","Found",1941,36.2,-102.45,"(36.200000, -102.450000)"
"33","Charlotte","a0000543",2000543,"   543 Charlotte (1904 OT)","543","","N","N",9.4,NA,NA,NA,NA,NA,NA,"34.37","",0.2599,10.718,NA,NA,NA,NA,"Xe","",NA,2.6,"JPL 23",2457400.5,57400,20160113,"J2000",0.154602951609911,3.05792062108068,2.58515706727279,8.479183334719,294.981400802673,109.622327986243,254.233351075734,3.53068417488856,0.184316732369532,2457974.33096784,20170808.8309678,1953.15962567221,5.34745961854131,1.60894,626.1511798,1.92242,3.2,4.0411e-08,1.3494e-08,1.2451e-07,4.7725e-06,3.1818e-05,3.5199e-05,1.5475e-05,1.5581e-08,1.2201e-09,8.5616e-05,1.2929e-05,"MBA","Otto Matic",40718,"1904-09-16","2016-03-10",1406,NA,NA,"0",0.54455,NA,NA,NA,NA,NA,5328,"Valid","Iron, IVA","4300","Fell",1835,36.16667,-87.33333,"(36.166670, -87.333330)"
"34","Chelyabinsk","a0021088",2021088," 21088 Chelyabinsk (1992 BL2)","21088","","Y","N",14.3,NA,NA,NA,NA,NA,NA,"","",NA,22.49,NA,NA,NA,NA,"","",NA,NA,"JPL 402",2457400.5,57400,20160113,"J2000",0.238613911252676,1.70648651072281,1.29929508989931,38.4601313993179,297.866977338863,27.1215083702786,53.6430866325658,2.11367793154631,0.442129796566699,2457279.17117971,20150913.6711797,814.240530259514,2.22926907668587,0.3064,119.241688,3.19757,3.92,4.9909e-08,3.5767e-09,8.6543e-08,5.5765e-06,5.9389e-06,1.1253e-05,7.7792e-06,4.4301e-09,1.39e-09,1.7462e-05,2.5599e-06,"AMO","Otto Matic",9516,"1990-01-30","2016-02-19",2586,NA,NA,"0",0.43066,NA,NA,NA,NA,NA,57165,"Valid","LL5","100000","Fell",2013,54.81667,61.11667,"(54.816670, 61.116670)"
"35","Cincinnati","a0001373",2001373,"  1373 Cincinnati (1935 QN)","1373","","N","N",11.6,NA,NA,NA,NA,NA,NA,"","",NA,5.28,NA,NA,NA,NA,"Xk","",NA,NA,"JPL 69",2457400.5,57400,20160113,"J2000",0.314385449701768,3.42158938639099,2.34589146845566,38.9349964476135,297.473012369557,99.2865507824632,271.076137022576,4.49728730432632,0.155726398148571,2457971.52626167,20170806.0262617,2311.74678333304,6.32921775039847,1.63333,635.6430361,1.78091,2.718,4.1816e-08,2.0876e-08,1.431e-07,6.4618e-06,8.5912e-06,1.5925e-05,1.1754e-05,2.744e-08,1.4252e-09,7.8963e-05,2.1157e-05,"OMB","Otto Matic",29412,"1935-09-10","2016-03-20",1345,NA,NA,"0",0.5194,NA,NA,NA,NA,NA,5366,"Valid","Iron, IIAB","1500","Found",1870,39.11667,-84.5,"(39.116670, -84.500000)"
"36","Cleveland","a0006296",2006296,"  6296 Cleveland (1988 NC)","6296","","N","N",14.3,NA,NA,NA,NA,NA,NA,"","",NA,30.84,NA,NA,NA,NA,"","",NA,NA,"JPL 16",2457400.5,57400,20160113,"J2000",0.0620896702488957,1.89111311626271,1.77369452647059,27.0541818793658,111.517522228916,36.9003369511722,348.219554043107,2.00853170605482,0.378990054845086,2457431.58378652,20160213.0837865,949.892999559452,2.60066529653512,0.807126,314.10922542,3.11596,3.823,5.3763e-08,6.7635e-09,1.0175e-07,6.5687e-06,9.5606e-06,4.1293e-05,3.9461e-05,7.1834e-09,2.0332e-09,0.00010412,5.0959e-06,"IMB","Otto Matic",12474,"1982-01-23","2016-03-19",923,NA,NA,"0",0.49922,NA,NA,NA,NA,NA,5379,"Valid","Iron, IIIAB","115000","Found",1860,34.88333,-84.78333,"(34.883330, -84.783330)"
"37","Clifford","a0004276",2004276,"  4276 Clifford (1981 XA)","4276","","N","N",14.6,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"Cb","",NA,NA,"JPL 18",2457400.5,57400,20160113,"J2000",0.203615730921107,2.00967082045098,1.60047022743403,21.025992764902,76.9052087021829,3.51617556045119,339.099832905179,2.41887141346793,0.345952667574731,2457460.91337169,20160313.4133717,1040.60478135274,2.84902061972002,0.615666,239.59873722,2.86197,3.725,7.9481e-08,1.0408e-08,1.6257e-07,8.9403e-06,2.08e-05,3.3483e-05,2.9137e-05,1.2527e-08,2.6875e-09,8.4582e-05,8.0839e-06,"MCA","Otto Matic",12582,"1981-10-05","2016-03-17",711,NA,NA,"0",0.48752,NA,NA,NA,NA,NA,5380,"Valid","L6","11360","Found",1962,39.1,-103.25833,"(39.100000, -103.258330)"
"38","Cochabamba","a0012376",2012376," 12376 Cochabamba (1994 NW1)","12376","","N","N",13.4,NA,NA,NA,NA,NA,NA,"","",NA,6.32068,NA,NA,NA,NA,"","",NA,NA,"JPL 20",2457400.5,57400,20160113,"J2000",0.241979579429048,2.56859075598741,1.94704424512823,6.60821543929223,131.936709477663,91.8029371109959,130.221507751331,3.19013726684658,0.239420702641681,2456856.59754581,20140718.0975458,1503.62936883858,4.11671285102966,0.951335,370.23104195,1.82837,3.38,7.5156e-08,1.6832e-08,1.9972e-07,4.9998e-06,5.8173e-05,5.9547e-05,1.4489e-05,2.0905e-08,2.3533e-09,5.7284e-05,1.478e-05,"MBA","Otto Matic",9853,"1989-01-08","2015-12-31",1162,NA,NA,"0",0.5256,NA,NA,NA,NA,NA,5389,"Valid","CM2","85","Found",NA,NA,NA,""
"39","Cook","a0003061",2003061,"  3061 Cook (1982 UB1)","3061","","N","N",11.9,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 17",2457400.5,57400,20160113,"J2000",0.193990231048079,3.08909141040993,2.48983785397587,3.25702374394743,98.0898824707828,243.701306011212,83.9762346277514,3.68834496684399,0.181533981993328,2456937.90763186,20141007.4076319,1983.09978135791,5.42943129735225,1.48179,576.6682143,1.71087,3.194,5.6122e-08,2.0436e-08,1.7607e-07,5.1477e-06,9.8807e-05,9.9639e-05,1.1787e-05,2.44e-08,1.8014e-09,6.4975e-05,1.9679e-05,"MBA","Otto Matic",30101,"1933-10-20","2016-03-19",1678,NA,NA,"0",0.49632,NA,NA,NA,NA,NA,5420,"Valid","Unknown","","Found",NA,NA,NA,""
"40","Copiapo","a0019137",2019137," 19137 Copiapo (1989 CP2)","19137","","N","N",13.8,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 14",2457400.5,57400,20160113,"J2000",0.164903806997556,2.54428583557794,2.12472341520118,8.82695052735924,273.263822070753,338.446597556495,129.622706761912,2.9638482559547,0.242859571082419,2456866.76477934,20140728.2647793,1482.3381199081,4.05842058838631,1.11155,432.5819135,2.10447,3.408,8.4719e-08,1.9779e-08,2.1784e-07,7.812e-06,4.8532e-05,5.2135e-05,2.0015e-05,2.304e-08,2.8319e-09,8.1462e-05,1.7285e-05,"MBA","Otto Matic",9827,"1989-02-04","2016-01-01",823,NA,NA,"0",0.55719,NA,NA,NA,NA,NA,5442,"Valid","Iron, IAB-MG","20000","Found",1863,-27.3,-70.4,"(-27.300000, -70.400000)"
"41","Cotopaxi","a0026027",2026027," 26027 Cotopaxi (4861 P-L)","26027","","N","N",16,NA,NA,NA,NA,NA,NA,"","",NA,7.1,NA,NA,NA,NA,"","",NA,NA,"JPL 10",2457400.5,57400,20160113,"J2000",0.128980290503174,1.98222085305874,1.72655343158977,22.1715513944159,180.947459406952,269.018826195478,223.247559113854,2.2378882745277,0.353163663247879,2457787.72115302,20170203.221153,1019.35741828378,2.79084851001719,0.867578,337.63533026,2.99256,3.759,5.3945e-08,1.1656e-08,1.0821e-07,9.5819e-06,1.504e-05,4.5028e-05,4.6208e-05,1.316e-08,3.1152e-09,0.00013287,8.9915e-06,"IMB","Otto Matic",19990,"1960-09-24","2015-06-18",419,NA,NA,"0",0.58639,NA,NA,NA,NA,NA,30451,"Valid","Iron, IAB-ung","243","Found",2000,38.46483,-105.7015,"(38.464830, -105.701500)"
"42","Cowell","a0001898",2001898,"  1898 Cowell (1971 UF1)","1898","","N","N",12.4,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 19",2457400.5,57400,20160113,"J2000",0.162199942034082,3.12307849792919,2.61651534659719,1.02753191505382,163.311164613704,232.715856346585,17.2340384707777,3.6296416492612,0.178578727298626,2457303.99332907,20151008.4933291,2015.9176036572,5.51928159796633,1.62222,631.3193574,1.79743,3.195,4.4808e-08,1.7878e-08,1.4033e-07,4.5602e-06,0.00026537,0.00026571,1.2783e-05,2.0777e-08,1.5334e-09,7.1661e-05,1.731e-05,"MBA","Otto Matic",23308,"1952-05-24","2016-03-17",1941,NA,NA,"0",0.50956,NA,NA,NA,NA,NA,5457,"Valid","Iron, IIIAB","5717","Found",1932,-33.3,136.01667,"(-33.300000, 136.016670)"
"43","Cowra","a0011304",2011304," 11304 Cowra (1993 DJ)","11304","","N","N",14,NA,NA,NA,NA,NA,NA,"","",NA,95.7,NA,NA,NA,NA,"","",NA,NA,"JPL 11",2457400.5,57400,20160113,"J2000",0.0466453024674085,1.92919765901335,1.83920965068926,23.5688470965151,141.51293863791,75.1443747165125,131.150255162774,2.01918566733745,0.36782308663961,2457043.94202437,20150121.4420244,978.731387659539,2.67962050009456,0.902739,351.31893663,3.03741,3.812,7.867e-08,8.73e-09,1.5297e-07,5.808e-06,1.7857e-05,6.4397e-05,5.9592e-05,9.1372e-09,2.4967e-09,0.00016216,6.6434e-06,"IMB","Otto Matic",8283,"1993-02-19","2015-10-25",781,NA,NA,"0",0.50515,NA,NA,NA,NA,NA,5458,"Valid","Iron, ungrouped","5560","Found",1888,-33.85,148.68333,"(-33.850000, 148.683330)"
"44","Credo","a0021423",2021423," 21423 Credo (1998 FJ79)","21423","","N","N",15,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 20",2457400.5,57400,20160113,"J2000",0.0555799866847215,2.41549333079919,2.28124024363633,7.3017020897157,154.526823597819,149.855679749914,166.80622724983,2.54974641796204,0.262539896561081,2456765.14427146,20140417.6442715,1371.22016392752,3.75419620514037,1.26783,493.4014011,2.57662,3.504,4.7198e-08,1.3464e-08,1.146e-07,5.6612e-06,3.6895e-05,6.2752e-05,5.1144e-05,1.4213e-08,2.1952e-09,0.00019445,1.1465e-05,"MBA","Otto Matic",8036,"1994-03-10","2016-03-10",915,NA,NA,"0",0.55085,NA,NA,NA,NA,NA,5468,"Valid","L6","10820","Found",1967,-30.36667,120.73333,"(-30.366670, 120.733330)"
"45","Cuba","a0011094",2011094," 11094 Cuba (1994 PG17)","11094","","N","N",13.4,NA,NA,NA,NA,NA,NA,"","",NA,10,NA,NA,NA,NA,"","",NA,NA,"JPL 16",2457400.5,57400,20160113,"J2000",0.196775541156944,3.06866343677405,2.46482552837431,2.17367436702508,260.915172490176,33.2469853574056,15.9032118470247,3.67250134517379,0.183349692447845,2457313.76294779,20151018.2629478,1963.46116098561,5.37566368510776,1.44733,563.2574161,1.52578,3.2,4.9764e-08,2.8541e-08,1.6365e-07,4.737e-06,0.00015071,0.0001514,1.5174e-05,3.4157e-08,2.558e-09,8.2232e-05,2.7393e-05,"MBA","Otto Matic",7668,"1994-08-10","2015-08-08",1116,NA,NA,"0",0.50121,NA,NA,NA,NA,NA,5479,"Valid","Iron, IAB?","1500","Found",1871,22,-80,"(22.000000, -80.000000)"
"46","Culbertson","a0026990",2026990," 26990 Culbertson (1997 WZ7)","26990","","N","N",13.4,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 15",2457400.5,57400,20160113,"J2000",0.120870019724921,2.97676483806345,2.61696321337027,11.2477821252323,69.5389593314312,256.765345912337,278.836713905322,3.33656646275663,0.191905438790698,2457823.43374594,20170310.9337459,1875.92390433829,5.13599973809252,1.63185,635.0670645,2.00389,3.221,6.3296e-08,3.0383e-08,1.8972e-07,6.5543e-06,3.5509e-05,4.7838e-05,3.763e-05,3.4055e-08,2.938e-09,0.00019998,2.872e-05,"MBA","Otto Matic",6441,"1997-11-23","2015-07-13",970,NA,NA,"0",0.61937,NA,NA,NA,NA,NA,5494,"Valid","H4","5900","Found",1913,40.23333,-100.83333,"(40.233330, -100.833330)"
"47","Dalton","a0012292",2012292," 12292 Dalton (1991 LK2)","12292","","N","N",13.4,NA,NA,NA,NA,NA,NA,"","",NA,6.1878,NA,NA,NA,NA,"","",NA,NA,"JPL 16",2457400.5,57400,20160113,"J2000",0.0945617848049571,3.14386308774214,2.84657378298282,6.20280862364668,71.5358083032052,117.093169871923,197.369634395666,3.44115239250146,0.176810738007762,2458320.29914476,20180720.7991448,2036.07543329295,5.57447072770144,1.85351,721.3304867,1.54276,3.194,5.884e-08,2.7634e-08,1.8259e-07,5.3317e-06,5.5127e-05,6.082e-05,2.7418e-05,3.0247e-08,2.3312e-09,0.00016009,2.6845e-05,"MBA","Otto Matic",20993,"1958-07-12","2016-01-02",1088,NA,NA,"0",0.58959,NA,NA,NA,NA,NA,5509,"Valid","Iron, IIIAB","53000","Found",1879,34.8,-84.98333,"(34.800000, -84.983330)"
"48","Darmstadt","a0241418",2241418,"241418 Darmstadt (2008 UX201)","241418","","N","N",16.2,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 5",2457400.5,57400,20160113,"J2000",0.169292812902183,3.07631193118252,2.55551443098808,12.8527076340604,225.646848928236,153.987490851972,136.958311043129,3.59710943137696,0.1826663366383,2456650.72686958,20131224.2268696,1970.80648041265,5.39577407368281,1.56435,608.7980895,1.88687,3.169,1.1676e-07,5.2233e-08,3.4915e-07,1.3107e-05,4.7355e-05,6.5476e-05,3.7e-05,6.1075e-08,4.6522e-09,0.0002007,5.0194e-05,"MBA","Otto Matic",4087,"2002-08-03","2013-10-11",145,NA,NA,"0",0.6199,NA,NA,NA,NA,NA,6603,"Valid","H5","100","Fell",1804,49.86667,8.65,"(49.866670, 8.650000)"
"49","Deming","a0032569",2032569," 32569 Deming (2001 QW71)","32569","","N","N",12.6,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 12",2457400.5,57400,20160113,"J2000",0.131727884330549,2.86383649243953,2.48658937022185,15.0235831445316,9.64113967206567,99.4584451347635,262.062236863468,3.24108361465721,0.203367591710922,2457882.07999174,20170508.5799917,1770.19355429907,4.84652581601389,1.55522,605.2449674,1.97169,3.237,6.2526e-08,2.6052e-08,1.7258e-07,8.9114e-06,2.1356e-05,4.7422e-05,4.1552e-05,2.9484e-08,2.775e-09,0.00020806,2.4155e-05,"MBA","Otto Matic",24027,"1950-03-17","2015-12-28",1020,NA,NA,"0",0.48439,NA,NA,NA,NA,NA,55792,"Valid","H5","784","Found",2009,32.22548,-107.90459,"(32.225480, -107.904590)"
"50","Dix","a0006776",2006776,"  6776 Dix (1989 GF8)","6776","","N","N",13.3,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 19",2457400.5,57400,20160113,"J2000",0.154771418779558,2.58005375620279,2.18073517582776,4.69592236617957,72.1735238003962,82.2292559356679,194.716760013924,2.97937233657783,0.237826881825862,2458095.47290936,20171207.9729094,1513.70609258374,4.14430141706704,1.19695,465.8170315,2.02914,3.403,4.4269e-08,1.6894e-08,1.1135e-07,6.2833e-06,6.0006e-05,6.4184e-05,2.3928e-05,1.9508e-08,2.3358e-09,0.00010372,1.4867e-05,"MBA","Otto Matic",22243,"1954-12-21","2015-11-14",1071,NA,NA,"0",0.4594,NA,NA,NA,NA,NA,7651,"Valid","L6","44000","Found",1927,41.23333,-103.48333,"(41.233330, -103.483330)"
"51","Dolores","a0001277",2001277,"  1277 Dolores (1933 HA)","1277","","N","N",11.05,NA,NA,NA,NA,NA,NA,"27.64","",0.0879,17.19,NA,0.73,0.378,NA,"Cb","C",NA,2.2,"JPL 19",2457400.5,57400,20160113,"J2000",0.238732308295323,2.69867791310765,2.05441630556586,6.96464449756249,247.162328568717,47.035127081721,181.964996923275,3.34293952064944,0.22231946666501,2458201.30708067,20180323.8070807,1619.29139809626,4.43337822887409,1.0441,406.332397,1.87536,3.316,4.0421e-08,1.2817e-08,1.0815e-07,4.9503e-06,3.7579e-05,3.8713e-05,1.1924e-05,1.5876e-08,1.5838e-09,5.6766e-05,1.1536e-05,"MBA","Otto Matic",30218,"1933-06-17","2016-03-11",1901,NA,NA,"0",0.48729,NA,NA,NA,NA,NA,7660,"Valid","Iron, IIIAB","4333","Found",2001,-19.65,-69.95,"(-19.650000, -69.950000)"
"52","Dumont","a0009554",2009554,"  9554 Dumont (1985 XA)","9554","","N","N",14.6,NA,NA,NA,NA,NA,NA,"","",NA,28.7,NA,NA,NA,NA,"","",NA,NA,"JPL 11",2457400.5,57400,20160113,"J2000",0.0504365438700473,1.90486310835039,1.80878839661964,24.8715028778842,80.9955624902763,37.589639309876,121.117029572587,2.00093782008113,0.374893937674308,2457077.42987962,20150223.9298796,960.271596370152,2.62908034598262,0.839652,326.76736884,3.19404,3.828,7.036e-08,1.0832e-08,1.3513e-07,1.0735e-05,1.6488e-05,0.00011596,0.00011307,1.1378e-08,3.1977e-09,0.00030096,8.1908e-06,"IMB","Otto Matic",10679,"1985-12-13","2015-03-10",522,NA,NA,"0",0.54509,NA,NA,NA,NA,NA,47341,"Valid","Iron, IVB","27420","Found",1994,33.81667,-100.51667,"(33.816670, -100.516670)"
"53","Edmond","a0012533",2012533," 12533 Edmond (1998 LA)","12533","","N","N",14.4,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 21",2457400.5,57400,20160113,"J2000",0.214228805041257,2.57428660864136,2.02280026463841,5.03997464286302,119.377103390778,129.199802801241,99.0297491303386,3.12577295264431,0.238626530910781,2456985.50109459,20141124.0010946,1508.63359001183,4.13041366190782,1.01226,393.9412242,1.92123,3.39,4.4771e-08,1.4133e-08,1.1665e-07,5.3554e-06,7.2934e-05,7.496e-05,2.0201e-05,1.716e-08,1.9651e-09,8.2887e-05,1.2423e-05,"MBA","Otto Matic",7817,"1994-07-08","2015-12-02",1045,NA,NA,"0",0.53452,NA,NA,NA,NA,NA,7767,"Valid","H6","4000","Found",1983,39.76667,-99.91667,"(39.766670, -99.916670)"
"54","Elba","a0002567",2002567,"  2567 Elba (1979 KA)","2567","","N","N",11.8,NA,NA,NA,NA,NA,NA,"","",NA,9.7785,NA,NA,NA,NA,"Xc","",NA,NA,"JPL 18",2457400.5,57400,20160113,"J2000",0.141715113793065,2.73643282188898,2.3486389331479,8.91414372534849,142.625058245559,191.800591339012,333.342670662604,3.12422671063005,0.217734319098849,2457522.93053575,20160514.4305357,1653.39116722598,4.52673830862692,1.33708,520.3514236,2.22823,3.32,5.2628e-08,1.7338e-08,1.4846e-07,5.413e-06,3.2298e-05,3.8131e-05,2.2928e-05,1.9796e-08,2.0694e-09,0.00010592,1.5714e-05,"MBA","Otto Matic",13267,"1979-05-19","2015-09-14",1438,NA,NA,"0",0.47881,NA,NA,NA,NA,NA,7821,"Valid","H5","4175","Found",1966,39.83333,-103.21667,"(39.833330, -103.216670)"
"55","Ellicott","a0002196",2002196,"  2196 Ellicott (1965 BC)","2196","","N","N",10.25,NA,NA,NA,NA,NA,NA,"59.21","",0.04,9.0706,NA,0.671,0.248,NA,"","CFXU",NA,1.9,"JPL 25",2457400.5,57400,20160113,"J2000",0.0534785836189157,3.43660738097904,3.25282248578997,10.3085571688158,212.22480007031,310.124892990727,317.680564015615,3.62039227616811,0.154706726252538,2457674.04619291,20161012.5461929,2326.98350433936,6.37093361899892,2.27024,883.5093008,1.40215,3.111,4.4701e-08,2.8037e-08,1.633e-07,5.5821e-06,2.855e-05,6.2645e-05,5.6593e-05,2.9536e-08,1.8932e-09,0.00036595,2.8477e-05,"OMB","Otto Matic",39918,"1906-11-26","2016-03-11",1585,NA,NA,"0",0.51958,NA,NA,NA,NA,NA,10021,"Valid","Iron, IAB-ung","15700","Found",1960,38.80778,-104.56944,"(38.807780, -104.569440)"
"56","Etter","a0020804",2020804," 20804 Etter (2000 SW209)","20804","","N","N",14.4,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 21",2457400.5,57400,20160113,"J2000",0.178687989894498,2.41930354200863,1.98700305514247,10.9248383000147,150.351112499771,183.329850042985,49.3396534797928,2.85160402887479,0.261919921550758,2457212.12313585,20150708.6231359,1374.46589731906,3.76308253886121,0.974834,379.37614778,2.51175,3.468,6.1529e-08,1.4318e-08,1.4911e-07,6.8286e-06,2.7641e-05,3.2146e-05,1.4586e-05,1.6877e-08,2.3252e-09,5.5852e-05,1.2202e-05,"MBA","Otto Matic",12597,"1981-09-03","2016-02-29",921,NA,NA,"0",0.52788,NA,NA,NA,NA,NA,10062,"Valid","L5","450000","Found",1965,35.98333,-101.9,"(35.983330, -101.900000)"
"57","Eva","a0000164",2000164,"   164 Eva","164","","N","N",8.89,NA,NA,NA,NA,NA,NA,"104.87","",0.0447,13.66,NA,0.684,0.326,NA,"X","CX",NA,1.9,"JPL 63",2457400.5,57400,20160113,"J2000",0.345280988240128,2.63480650246492,1.72505790947232,24.4444987628692,76.9236227473807,283.858982545973,173.488744649588,3.54455509545752,0.23045226664342,2456647.68143511,20131221.1814351,1562.14562452983,4.27692162773396,0.884175,344.09438475,2.44251,3.191,3.9673e-08,1.1946e-08,1.0679e-07,4.7058e-06,1.1787e-05,1.2893e-05,8.112e-06,1.607e-08,1.5672e-09,3.3269e-05,1.0624e-05,"MBA","Otto Matic",43416,"1897-05-07","2016-03-20",1310,NA,NA,"0",0.50216,NA,NA,NA,NA,NA,10066,"Valid","H5","6700","Found",1965,36.81667,-101.90833,"(36.816670, -101.908330)"
"58","Felix","a0001664",2001664,"  1664 Felix (1929 CD)","1664","","N","N",12.5,NA,NA,NA,NA,NA,NA,"","",NA,3.3454,NA,NA,NA,NA,"S","",NA,NA,"JPL 19",2457400.5,57400,20160113,"J2000",0.224524820885084,2.33825564291587,1.81325921350664,6.11888280972492,44.0706086955639,107.583665430733,106.22355610146,2.86325207232509,0.27565513510427,2457015.15054492,20141223.6505449,1305.97966137589,3.5755774438765,0.834915,324.92387055,2.15983,3.524,4.4348e-08,6.8185e-09,1.0256e-07,5.8043e-06,4.157e-05,4.3244e-05,1.1427e-05,8.3494e-09,1.2057e-09,4.101e-05,5.7125e-06,"MBA","Otto Matic",31813,"1929-02-04","2016-03-12",1404,NA,NA,"0",0.4993,NA,NA,NA,NA,NA,10081,"Valid","CO3.3","3200","Fell",1900,32.53333,-87.16667,"(32.533330, -87.166670)"
"59","Ferguson","a0001745",2001745,"  1745 Ferguson (1941 SY1)","1745","","N","N",11.9,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 23",2457400.5,57400,20160113,"J2000",0.0566007308941393,2.84630945089296,2.68520625562153,3.2554961544902,78.6645837797713,339.473036367607,131.031822062116,3.0074126461644,0.20524892995731,2456762.09558986,20140414.5955899,1753.96773115883,4.80210193335749,1.69654,660.2424718,2.19376,3.303,4.7689e-08,1.5964e-08,1.3217e-07,4.8734e-06,9.998e-05,0.00011212,4.7941e-05,1.6867e-08,1.7267e-09,0.00023448,1.4756e-05,"MBA","Otto Matic",27212,"1941-09-17","2016-03-19",1690,NA,NA,"0",0.47795,NA,NA,NA,NA,NA,10088,"Valid","OC","220","Fell",1889,36.1,-81.41667,"(36.100000, -81.416670)"
"60","Fisher","a0021451",2021451," 21451 Fisher (1998 HS23)","21451","","N","N",15.1,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 17",2457400.5,57400,20160113,"J2000",0.0717279645916852,2.27892856011885,2.11546565305166,0.69605292500265,108.922794120042,320.702963473857,212.220541994543,2.44239146718603,0.28648903674962,2457916.32936535,20170611.8293653,1256.59258757125,3.44036300498631,1.12881,439.2989877,2.72576,3.603,5.465e-08,1.2197e-08,1.2107e-07,4.118e-06,0.00048262,0.00048368,3.7576e-05,1.3072e-08,2.3e-09,0.00013118,1.0088e-05,"MBA","Otto Matic",8280,"1992-09-22","2015-05-25",1115,NA,NA,"0",0.53476,NA,NA,NA,NA,NA,10107,"Valid","L6","17600","Fell",1894,47.81667,-96.85,"(47.816670, -96.850000)"
"61","Fleming","a0091006",2091006," 91006 Fleming (1998 BT25)","91006","","N","N",15.6,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","",NA,NA,"JPL 11",2457400.5,57400,20160113,"J2000",0.11917407229173,2.54142755070061,2.23855528004922,15.4770959783699,18.7266019139962,26.3196697765463,229.959112785958,2.844299821352,0.243269394084962,2457935.05506684,20170630.5550668,1479.84090376067,4.05158358319143,1.2526,487.474342,2.62877,3.385,1.2313e-07,3.2066e-08,3.0684e-07,1.0615e-05,3.9464e-05,6.4254e-05,6.0619e-05,3.5888e-08,4.6042e-09,0.00025421,2.8008e-05,"MBA","Otto Matic",6405,"1998-01-28","2015-08-12",214,NA,NA,"0",0.65698,NA,NA,NA,NA,NA,10110,"Valid","H3.7","1750","Found",1940,40.68333,-102.81667,"(40.683330, -102.816670)"
"62","Florence","a0003122",2003122,"  3122 Florence (1981 ET3)","3122","","Y","Y",14.1,NA,NA,NA,NA,NA,NA,"4.9","",NA,2.3581,NA,NA,NA,NA,"S","",NA,NA,"JPL 346",2457400.5,57400,20160113,"J2000",0.422736026571256,1.76862821057655,1.02096534835559,22.1621753961156,336.121155532151,27.7229736476445,100.145813979732,2.51629107279751,0.419033989706666,2457161.50789807,20150519.0078981,859.118851556669,2.35213922397445,0.0433248,16.860712416,2.98925,3.921,6.6803e-08,4.6647e-09,1.1832e-07,6.8597e-06,9.6278e-06,1.1569e-05,1.1004e-05,6.6366e-09,1.6578e-09,2.5698e-05,3.3988e-06,"AMO","Otto Matic",13558,"1979-03-09","2016-04-21",1919,NA,NA,"0",0.49218,NA,NA,NA,NA,NA,10111,"Valid","H3","3640","Fell",1922,30.83333,-97.76667,"(30.833330, -97.766670)"
